ID,hs_date,label,weight,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,feature107,feature108,feature109,feature110,feature111,feature112,feature113,feature114,feature115,feature116,feature117,feature118,feature119,feature120,feature121,feature122,feature123,feature124,feature125,feature126,feature127,feature128,feature129,feature130,feature131,feature132,feature133,feature134,feature135,feature136,feature137,feature138,feature139,feature140,feature141,feature142,feature143,feature144,feature145,feature146,feature147,feature148,feature149,feature150,feature151,feature152,feature153,feature154,feature155,feature156,feature157,feature158,feature159,feature160,feature161,feature162,feature163,feature164,feature165,feature166,feature167,feature168,feature169,feature170,feature171,feature172,feature173,feature174,feature175,feature176,feature177,feature178,feature179,feature180,feature181,feature182,feature183,feature184,feature185,feature186,feature187,feature188,feature189,feature190,feature191,feature192,feature193,feature194,feature195,feature196,feature197,feature198,feature199,feature200,feature201,feature202,feature203,feature204,feature205,feature206,feature207,feature208,feature209,feature210,feature211,feature212,feature213,feature214,feature215,feature216,feature217,feature218,feature219
ID_100011,2024-10-05,0,1,83,2,135,36,0.401235,0.263166,0.589372,-999,9,-999,0.112797,2,0.701397,-999,13,0.084322,23,-4,2,-2,0.125313,722,1796.076015,2,-999,0.50095,0.784564,-999,-0.05947,1,4,699,-999,-999.0,163,4,0.03051,48,4,0,4,-999.0,158,2.575436,-999.0,0,0.523545,0.886629,0.252365,11,178,1.959519,-0.016353,1,0.076861,-0.030399,4.261949,-999.0,-999.0,-999.0,0.525617,-999.0,0.602945,1.009778,-999,0.69357,0.25599,126,-0.011176,-999,0.488124,1.000324,4,0.289923,0.068668,0.000382,489,-999.0,0.106998,0.066539,2,-999,-999,16,7,0.835417,-999.0,0.24092,-999.0,-999,-999.0,-0.210833,0.16743,-999.0,0,-0.065274,-999.0,0.038887,-999,-0.031309,0.511012,0.872713,0.350312,-999.0,0,1.009566,-999,-999.0,0.204925,78,1,8,82,0.487935,4,0,0.00298,0,12,-1,-2,3,-999,25,0,-999,7,29,2,0.505514,-999,0.001817,-0.198422,2,0.724605,60,3,-0.01805,0.499445,0.026085,4,-999.0,0.577224,1,2,0.98699,0,-999,0.022915,0.101234,0,5,-999.0,1.020101,-999,-999,-1,-0.00113,0.001724,-999.0,3,1.014156,1,0,0.303781,-999,21,0.483788,1.01042,3,2,0,-999,1.00173,120,1.024172,4,-29.454216,-999,0,0.964912,0.429986,0,-0.026802,0.443773,-0.000527,-999.0,-0.006737,-999.0,2,-999.0,1.453156,1.001962,0.352019,2,0,0.022998,-999.0,-999,24,-999,0,0.05063,-999.0,1.019616,7,2,0.709657,0,54,-999,-999,-2.6e-05,-999.0,-999.0,1,-999,-999,1
ID_100012,2024-09-10,1,1,28,11,84,28,0.075435,0.002919,0.046094,-999,0,-999,0.261572,1,0.028281,-999,-1,0.206554,2,26,4,0,0.173619,699,-23950.884643,62,-999,-0.031998,0.468062,-999,0.58237,3,2,721,-999,-999.0,-999,-2,-999.0,6,143,0,5,-999.0,188,3.747921,0.412933,-999,-999.0,-999.0,1.02128,55,-999,0.038344,0.5084,-999,0.096437,-999.0,0.219017,0.509388,1.003847,0.555503,-0.012686,0.000899,-999.0,0.207018,2,-999.0,0.022317,292,-999.0,-999,-0.011448,0.59213,5,0.35324,-0.008363,0.252797,624,-999.0,0.973856,0.004062,1,-999,-999,-999,2,0.17844,1.020875,-999.0,0.179508,-999,-999.0,-0.225495,0.083461,1.001708,0,-0.074626,-0.008837,0.037564,281,-0.121821,0.29468,-0.039629,-999.0,-999.0,0,1.012603,9,-999.0,-0.00182,0,0,5,-999,0.012287,2,0,-0.069323,0,52,0,4,3,58,511,0,-999,1,-999,3,0.964367,-999,-999.0,-0.034264,5,0.131328,5,3,0.023396,0.692074,0.047795,5,0.581784,1.005356,2,5,-999.0,0,-999,-999.0,0.26062,8,6,-999.0,-0.006469,-999,33,0,-0.001738,-0.001564,-999.0,0,0.638289,1,0,-999.0,-999,4,0.604602,0.951911,8,1,0,-999,0.661892,4,-999.0,2,0.911328,-999,2,0.027098,0.125757,2,0.392346,0.24925,0.029099,-0.006947,-999.0,1.001615,21,-999.0,2.154804,0.000624,0.285799,1,1,1.313115,0.688785,-999,33,-999,0,0.253048,-999.0,0.766674,-999,0,-0.003477,0,26,-999,-999,-999.0,0.0076,0.012176,0,-999,23,0
ID_100013,2024-10-10,0,1,206,3,-13,18,0.252455,0.081505,0.282815,17,0,-999,0.195595,3,0.473659,-2,0,0.506349,4,0,7,0,0.112178,712,50853.110013,4,-999,-0.009457,-999.0,-999,0.292312,3,3,723,-999,-999.0,-999,1,1.008375,9,3,0,1,128.123543,102,10.820474,-999.0,-999,0.959781,0.636901,0.013654,19,-999,0.913176,0.097428,-999,0.285441,0.49279,-0.077562,-999.0,0.076904,0.344038,0.079531,-999.0,0.176434,0.987883,0,0.500914,0.005138,472,0.476958,-999,0.189742,-999.0,1,0.490678,-0.005282,-0.017416,-999,-999.0,0.99659,0.058996,1,-999,-999,-999,4,0.496884,-999.0,0.075106,-0.008017,-999,-0.020946,0.035051,0.397836,-999.0,0,0.596342,-999.0,0.016457,28,0.134467,-0.016505,0.232019,-0.004935,-999.0,0,0.854468,9,-999.0,-999.0,18,-1,8,-999,-0.039851,50,3,-0.115934,0,45,-1,-7,3,-999,79,0,-999,8,21,0,0.018266,-999,-999.0,0.732194,2,0.457752,26,0,0.791391,0.454955,0.057694,3,-0.024833,0.892044,1,0,-999.0,2,-999,-999.0,-0.004299,2,10,0.331096,0.338937,-999,52,12,-0.010767,0.461933,-999.0,0,0.688303,0,1,0.971015,-999,14,0.261402,0.673667,3,6,0,-999,0.999408,-999,0.240604,2,-28.849148,-999,3,0.492261,0.444461,2,0.490991,0.509878,0.111767,-999.0,-999.0,0.481143,3,0.006363,1.382532,0.360676,0.181511,2,6,0.01081,0.347917,-999,28,-999,0,0.264911,0.511973,0.779347,101,0,0.322344,0,32,-999,-999,-4.3e-05,0.362776,0.508677,0,-999,-999,0
ID_100014,2024-11-08,0,1,113,4,43,-999,0.694448,0.372471,0.010534,-999,-999,-999,0.280379,3,0.70306,-999,5,0.343104,9,-3,2,1,0.148324,705,-999.0,18,-999,0.243689,0.478786,-999,0.951022,4,3,727,-999,-0.007846,97,2,-999.0,59,12,0,-1,-999.0,180,2.600312,0.762651,-999,0.993015,0.274666,0.443777,25,225,0.093954,0.403625,-999,0.288003,0.497638,1.269668,-999.0,-999.0,0.446877,-0.006644,-999.0,0.235993,0.987428,0,0.527236,-999.0,-999,0.517193,153,0.322139,0.437272,3,-0.002003,0.014891,-0.016898,690,0.012011,-999.0,-0.002477,2,-999,-999,-999,5,1.01164,-999.0,0.766697,-0.012671,-999,-999.0,0.033135,0.009406,1.000938,0,0.593871,0.331103,-0.009763,81,1.173888,0.991141,0.233876,0.521982,-999.0,0,0.507425,-999,0.230369,0.003553,1,20,4,315,-0.003182,3,0,0.026448,0,650,-1,6,8,-999,9,2,-999,0,25,3,0.885275,-999,-999.0,-0.427663,-2,0.810365,126,1,0.732566,0.546626,0.033421,2,0.328086,0.922173,1,0,-999.0,0,-999,-999.0,0.128633,-1,0,-999.0,0.263725,-999,33,1,0.189977,0.343084,-999.0,0,0.99119,3,0,0.754363,-999,19,0.391823,0.401476,7,1,2,-999,0.782843,-999,0.990125,8,-0.969503,-999,1,-0.026999,0.310288,1,0.014318,0.307716,0.100297,-999.0,-999.0,0.485972,3,-999.0,2.865051,0.205156,0.309655,3,1,0.484551,0.995719,-999,-999,-999,0,0.562192,0.014756,0.599001,82,0,-0.010957,0,27,-999,-999,-999.0,0.005377,0.504259,1,-999,-999,0
ID_100015,2024-08-25,0,1,115,6,496,15,0.056452,0.359145,0.30775,1,-999,0,0.150484,1,0.37981,-999,2,0.248349,8,-2,6,3,-999.0,658,-999.0,5,-999,0.416005,0.345383,-999,0.551008,12,1,442,20,-999.0,-999,0,-999.0,4,2,1,17,-999.0,261,12.68706,0.000167,4,0.483462,0.501568,0.339058,7,347,-0.08381,-0.009466,-999,0.315455,-999.0,0.690414,1.002891,0.010723,0.324819,0.146022,-999.0,0.525278,0.596225,0,0.585728,0.011707,215,0.220866,-999,0.011734,-999.0,2,0.515674,0.11872,0.111368,673,1.019725,-999.0,0.081287,-999,-999,-999,-999,0,0.019461,-999.0,0.811563,-999.0,-999,1.007441,0.040661,0.038635,0.336089,0,0.894371,0.002489,-0.042748,-999,0.658787,1.024587,-0.065098,0.995802,-999.0,0,0.01255,-999,-999.0,0.007352,10,9,10,-999,-999.0,4,0,0.030042,1,12,-1,-999,2,-999,361,-1,-999,0,18,6,0.561708,-999,0.015794,-0.469535,8,0.895184,-999,1,0.001134,0.614067,0.027579,6,1.019873,0.82607,2,0,-999.0,2,-999,-999.0,1.010414,18,0,0.010063,0.433366,-999,33,0,0.000831,0.20785,-999.0,0,-0.026912,2,0,0.020991,-999,4,0.270514,0.003089,4,0,0,-999,1.000153,-2,0.484964,1,-27.869915,142,1,0.149465,0.166848,0,-999.0,0.237375,0.1572,0.194499,-999.0,-999.0,9,-999.0,1.234564,0.270254,0.000181,0,1,0.718173,-999.0,0,52,727,0,-0.01468,-999.0,0.514795,2,0,0.006872,0,29,-999,-999,6e-06,-999.0,-0.003275,0,-999,-999,1
ID_100016,2024-11-14,0,1,60,2,157,33,0.029121,0.238705,0.011474,-999,3,-999,0.142727,2,1.834109,-999,0,0.144086,9,-9,1,11,0.033088,707,-999.0,4,-999,0.312491,0.169655,-999,0.186638,5,0,702,-999,-999.0,-999,-2,0.709224,2,-2,0,1,-999.0,73,1.809267,-0.002399,-999,0.327312,0.47903,0.023466,12,-999,0.661538,-999.0,-999,0.022584,1.001204,3.147066,0.541398,0.011463,0.323836,0.106351,-999.0,0.511759,-999.0,1,0.98369,0.002683,-999,0.609549,-999,0.002648,-999.0,4,-999.0,0.339294,0.993064,243,-999.0,-0.046044,0.162372,0,-999,155,-999,7,-999.0,-999.0,0.059713,-999.0,-999,-999.0,-0.130868,0.041854,-999.0,0,-0.148355,0.11425,0.00568,-5,-0.248747,0.425492,0.500747,-0.018582,0.982656,0,0.86235,-999,-999.0,-0.000292,3,6,1,-999,0.004883,2,0,0.096386,0,193,0,-999,5,-999,23,0,-999,0,22,0,0.007778,-999,-999.0,-0.455756,-999,-0.004922,-999,2,-0.003227,0.643327,0.075011,3,-0.024809,0.803794,2,0,-999.0,0,-999,-999.0,0.153633,7,0,-999.0,1.049535,375,30,1,-0.000118,0.362261,-999.0,0,0.655246,2,0,-999.0,-999,15,0.415242,1.004099,6,1,0,-999,0.700429,1,0.325151,0,0.721432,-999,6,-999.0,0.434997,3,-999.0,0.127637,0.167376,-0.001403,-999.0,0.723997,0,-999.0,1.847013,0.497706,0.000736,0,12,0.471319,0.002194,-999,38,-999,3,0.140619,-999.0,0.529881,1,0,0.867374,0,33,69,-999,9.1e-05,-6.9e-05,-999.0,1,-999,46,0
ID_100017,2024-10-10,0,1,98,7,273,15,0.185456,0.088354,0.160051,-999,-999,2,0.173204,3,0.823971,16,1,0.122288,3,0,2,1,-0.02026,656,10908.335097,4,-999,0.707101,0.49389,-999,3.48167,10,3,592,-999,0.013456,-999,7,-999.0,6,14,0,11,-999.0,459,3.649623,1.017171,-999,-999.0,1.015857,0.341105,29,69,0.100077,0.75599,19,0.281742,-999.0,0.040501,0.490123,0.355774,0.446943,0.985324,-0.014354,0.249389,0.647825,-999,0.010422,-0.000819,510,0.115817,-999,0.001486,0.102941,3,0.415435,0.091648,0.657954,-999,0.510091,0.999294,-0.001499,12,-999,-999,-999,8,-999.0,1.012212,0.991608,-0.017672,-999,-999.0,-0.024791,-999.0,-999.0,0,0.049642,-0.021687,-0.00173,35,0.704438,0.261315,0.017964,-999.0,-999.0,3,0.707552,-999,0.769082,0.001563,29,5,2,-999,0.014144,5,0,0.564666,0,9,0,-999,5,317,301,0,598,0,8,2,1.024094,-999,-0.019834,-0.182185,-2,1.02233,-999,1,-0.004702,0.608772,0.099732,3,0.493499,0.710552,1,1,-999.0,0,-999,-999.0,0.235175,4,2,-999.0,0.296487,699,33,23,0.222488,0.242189,-999.0,0,0.435117,1,0,0.993604,-999,5,0.410779,0.989692,1,5,0,-999,0.761147,-999,0.012549,0,-0.694187,-999,1,0.251413,0.387514,4,-0.000397,0.174506,0.048563,0.251059,-999.0,1.019158,0,-999.0,1.350257,0.314419,0.724395,4,0,0.842396,0.992579,-999,27,-999,0,0.268617,-999.0,0.987114,49,0,-0.012626,0,52,52,-999,-999.0,0.011647,0.514347,4,-999,3,0
ID_100018,2024-11-13,0,1,111,4,85,16,0.366091,0.052416,0.2101,0,-999,-999,0.384838,4,0.542063,9,5,0.360662,8,1,2,0,0.162251,703,-999.0,14,23,-999.0,0.387182,-999,0.664554,5,3,542,-999,-999.0,-999,0,-999.0,0,1,0,9,283.868864,143,4.000669,0.800267,-999,0.37448,0.915598,0.43093,17,-999,-999.0,0.678727,-999,0.090447,-999.0,0.364094,-999.0,1.031031,0.513652,-0.017837,-999.0,0.803076,-999.0,0,0.484132,0.002741,720,-0.01738,-999,0.003491,-0.011105,1,0.983769,0.000485,0.001739,680,-999.0,0.513398,0.000998,4,-999,-999,-999,26,-0.000942,0.988049,0.509157,0.1538,-999,-999.0,0.059121,0.330897,-999.0,0,0.91658,-999.0,-0.007223,5,0.779832,0.018215,0.021142,0.984274,-999.0,0,0.490193,-999,0.996798,0.003332,1,0,12,-999,-0.013191,5,0,5.196151,1,54,0,10,4,-999,259,2,-999,1,27,0,0.156647,-999,1.011143,0.049079,-999,0.241515,29,2,-0.003047,0.663168,0.117658,2,-999.0,0.998749,3,0,-999.0,1,-999,-999.0,0.28348,3,2,-999.0,0.164119,129,53,0,0.007001,0.351184,-999.0,0,0.827928,0,0,0.983789,-999,4,0.420016,0.011404,2,4,1,-999,0.003532,0,-999.0,12,-28.927651,-999,0,-999.0,0.43589,2,0.008186,0.087528,-0.001244,-999.0,-999.0,0.49354,4,-999.0,1.293156,-0.007148,0.213816,0,3,0.248904,0.998209,-1,32,184,0,1.002004,-999.0,0.464676,-1,0,-999.0,0,54,51,-999,-999.0,-999.0,0.508225,0,-999,-999,0
ID_100019,2024-10-05,0,1,17,13,188,12,0.009277,0.14902,0.168733,-999,-999,-999,0.147063,3,0.337533,-999,2,0.108191,-3,18,7,21,0.002376,700,-999.0,22,-999,0.99912,0.838116,-999,0.471052,3,2,715,-999,-0.00264,-999,0,0.818324,8,11,0,4,-999.0,429,1.62394,0.592926,-999,0.339143,1.012286,0.019751,9,-999,1.073298,0.983415,-999,0.172225,-999.0,0.769758,0.691518,0.993781,0.463609,0.009637,-999.0,0.338676,1.01236,-999,0.188374,0.005746,-999,1.013416,213,0.38768,0.582427,9,0.506526,0.132898,-0.015858,100,-999.0,-999.0,0.00185,2,-999,115,-999,21,0.366094,0.983444,0.005388,0.061944,-999,-0.008889,-0.007848,-0.006461,0.988208,2,0.037079,0.496579,0.024649,-6,0.4414,1.047147,0.401111,0.472821,0.404922,0,-999.0,-999,-999.0,-999.0,25,16,12,-999,0.007331,4,8,-0.097676,0,313,0,4,0,-999,331,1,-999,1,26,1,0.483319,29,0.003073,-0.108738,39,0.423767,-999,7,-0.014053,-999.0,0.101198,6,0.501851,0.802317,1,2,-999.0,0,-999,-999.0,0.00737,7,2,-999.0,0.335111,569,26,1,0.103637,0.009927,-999.0,0,0.015286,1,0,-999.0,-999,13,0.60584,0.717098,6,2,0,-999,0.998155,212,-0.008085,8,-0.703343,-999,1,-0.030906,0.344706,1,-999.0,0.09765,0.001498,-999.0,-999.0,0.662967,8,-999.0,1.116192,0.003251,0.194931,6,3,-0.09644,-999.0,-999,33,-999,0,0.509745,-999.0,0.484087,55,0,0.004401,0,53,-999,-999,-999.0,0.487749,0.034943,0,-999,36,0
ID_100020,2024-10-24,0,1,31,4,-6,19,0.202716,0.123672,0.424785,-999,-999,1,0.037254,4,0.768131,-999,0,0.233831,2,5,2,22,0.047905,716,-999.0,15,-999,0.119854,-999.0,-999,1.855723,17,1,710,5,0.019168,-999,2,-999.0,4,14,0,6,-999.0,390,1.259595,-999.0,32,0.33272,0.97335,0.313367,2,-999,0.571111,-999.0,-999,0.163882,0.656644,0.889385,0.490929,-999.0,0.497346,0.15404,-999.0,0.51838,0.731077,-999,0.418122,0.000819,-999,0.368731,-999,-0.020307,0.455895,3,0.014888,-999.0,0.502466,642,-999.0,0.662173,0.144396,2,435,-999,-14,3,-999.0,1.015775,0.218896,0.168632,3,0.040386,0.004074,0.141478,0.993554,0,0.613624,-999.0,-0.017619,129,-0.043402,0.976973,-0.095673,0.047547,-999.0,0,1.021135,-999,-999.0,-999.0,24,0,17,238,0.497856,1,7,-0.024749,2,336,0,8,4,-999,39,0,-999,1,12,2,0.657197,-999,0.006544,0.06279,7,0.005535,-999,1,-0.009829,0.416002,0.027879,0,0.273541,0.400567,2,0,-999.0,0,-999,-0.024588,0.243303,8,1,-999.0,0.977584,525,51,0,0.000858,0.244599,-999.0,0,0.532271,0,0,-0.013564,-999,-1,0.343679,1.013271,2,3,0,-999,0.799649,4,0.008499,1,-27.238482,-999,0,-999.0,0.304394,9,0.299568,0.282657,-0.002877,-0.0131,-0.029225,-999.0,45,-999.0,1.260731,0.33824,0.535753,7,-999,1.227833,-0.016786,-999,-999,-999,0,0.135029,-999.0,0.50291,0,0,0.001993,1,26,27,21,-999.0,0.734431,-0.013193,0,-999,5,0
ID_100021,2024-09-06,1,1,9,9,97,16,0.01753,0.280639,0.617043,-999,-999,-999,0.280691,0,0.461154,-999,1,0.265963,13,-10,6,0,0.278135,714,-999.0,18,0,0.985142,0.483685,-999,0.505907,0,7,721,-999,-999.0,-999,3,-999.0,6,-6,1,16,-999.0,226,4.41829,0.010142,-999,0.49352,0.989094,0.325062,20,-999,-0.140893,-999.0,-999,0.427893,0.302003,0.212121,-999.0,0.769409,0.265255,-0.006876,-999.0,0.662758,0.831265,-999,0.119843,0.001128,-999,-999.0,-999,-0.00555,0.997779,2,0.318922,0.007239,-999.0,691,-999.0,-999.0,0.17286,6,118,-999,-999,1,0.132462,-0.017071,1.003568,0.170376,-999,-999.0,-0.067901,-0.01628,0.004176,0,0.092343,0.224691,0.919524,1,0.349304,0.531478,0.05293,0.996451,-999.0,0,1.022804,-999,-999.0,0.006055,2,0,8,26,-0.016754,2,0,-0.062887,0,45,0,-999,1,-999,175,0,-999,7,28,15,0.544896,-999,-999.0,-0.099567,-3,0.323771,-999,0,-0.002744,0.467817,0.057522,5,0.80313,0.81368,2,0,-999.0,-999,-999,-999.0,0.049663,20,5,-999.0,0.190072,200,52,0,0.002678,-0.011606,-999.0,0,-999.0,2,0,1.026344,-999,0,0.389226,0.906516,5,3,0,0,0.995819,-999,0.651132,0,-28.438539,-999,2,0.023058,0.206443,0,0.339232,0.144619,0.004692,0.405987,-999.0,0.978171,3,-999.0,1.162529,0.403744,1.009098,6,0,-0.040764,0.016792,-999,52,496,0,0.166278,-999.0,-0.001112,-999,0,0.027194,0,52,28,-999,-999.0,0.00746,-0.010444,0,-999,10,1
ID_100022,2024-09-03,0,1,73,13,46,5,0.066439,0.310445,0.038678,4,-999,-999,0.076112,3,0.380727,0,6,0.205128,0,1,4,1,0.263239,720,9207.884556,9,-999,-999.0,0.696165,-999,0.69332,6,0,683,-999,-999.0,152,7,-999.0,7,-2,0,7,-999.0,61,2.540106,1.005438,-999,0.755807,0.839738,0.886094,6,64,1.197886,0.975318,-999,0.060268,0.218635,10.127916,-999.0,0.586736,0.604023,0.0008,-0.002183,0.985186,-999.0,-999,0.359412,-0.001286,-999,0.998444,-999,-0.005849,0.5709,2,0.000491,-0.015982,1.002156,656,0.00162,-999.0,0.118571,1,18,-999,84,6,0.626619,0.489751,0.102337,-0.003293,0,-999.0,0.05537,0.153631,-999.0,0,0.359639,0.002916,0.206944,79,0.019442,0.036622,0.617284,-999.0,0.014748,1,0.500563,-999,-999.0,0.003337,9,6,2,493,-0.025344,27,0,0.233912,1,112,0,7,1,7,183,1,17,0,36,2,0.004343,-999,-999.0,0.648257,2,-999.0,24,11,-0.030713,0.424329,0.0351,2,0.368177,0.962638,1,1,-999.0,0,-999,-999.0,0.269593,70,2,-999.0,0.146378,-999,64,0,0.165062,0.068969,-999.0,0,0.777632,5,0,0.53845,-999,0,0.666051,1.016808,0,5,0,-999,0.199854,29,0.290666,3,-0.643424,-999,0,0.558536,0.307265,0,0.185289,0.221213,0.063434,-0.029446,-0.004598,1.016218,1,-999.0,1.085508,0.513506,0.51323,22,0,-0.014369,0.995601,-999,27,-999,0,0.147321,-999.0,0.800782,0,0,0.349798,1,33,25,-999,-3.2e-05,-999.0,0.228689,5,-999,-1,0
ID_100023,2024-10-16,0,1,8,3,325,33,0.182154,0.003597,0.054174,2,6,-999,0.09819,10,0.485729,-999,0,0.662909,15,-8,6,18,0.013833,716,5145.804467,2,-999,-999.0,0.892377,-999,0.636114,0,5,-999,-999,-0.007267,83,-1,-999.0,4,22,0,2,-999.0,162,6.786311,0.725066,-999,0.680847,0.406048,-999.0,6,212,0.370494,-999.0,-999,0.055661,-999.0,0.420301,0.732424,-999.0,0.365161,0.005648,0.011219,0.003724,1.016802,8,0.988221,0.004005,-999,-0.009696,435,0.193017,0.179237,2,-999.0,-0.006487,0.356319,176,-999.0,-999.0,0.001868,0,-999,205,30,16,1.008129,0.580611,0.330813,-0.002613,-999,-999.0,0.076746,0.349241,0.318697,0,0.710605,-999.0,0.002357,-999,0.029271,0.487721,-0.006226,-999.0,0.987919,0,1.008563,-999,-999.0,-999.0,50,2,13,381,-0.00942,5,0,0.007185,2,32,0,2,2,113,469,0,-999,0,24,8,1.01283,-999,2.6e-05,-0.370339,-999,0.399188,163,8,0.0063,0.266627,0.028017,2,-999.0,-999.0,1,0,-999.0,3,-999,0.1494,0.289376,33,2,-999.0,1.027648,-999,29,0,0.089032,0.162815,-999.0,0,0.01593,2,0,0.020839,-999,11,-0.014408,0.988885,3,3,0,-999,0.712367,-999,0.642373,3,7.769191,-999,0,0.519824,1.015559,2,-0.001351,0.225179,0.025569,-999.0,-999.0,1.027043,31,-999.0,1.069827,0.085803,0.459855,9,1,0.327573,0.490357,-999,63,-999,0,0.504073,-999.0,0.020593,0,0,0.666476,1,27,53,-999,0.000226,-999.0,-0.014175,-1,-999,-999,0
ID_100024,2024-10-09,1,1,108,1,49,4,0.330377,0.18963,0.016245,-999,-999,21,0.31019,5,1.227861,-999,1,0.059264,7,6,4,0,0.200322,721,22076.198961,0,-999,0.798863,0.967899,4,0.178616,3,4,622,18,0.028812,273,2,-999.0,13,13,1,0,-999.0,189,3.462919,-0.014152,-999,0.364171,0.98579,0.719536,19,-999,0.522085,0.020011,-999,0.061843,1.0055,0.677061,0.641341,-999.0,0.009308,0.00781,-0.002713,0.538489,0.979084,2,1.017646,0.006591,-999,-0.011302,-999,-0.018285,0.193967,2,0.223248,0.351536,-999.0,202,-999.0,1.017824,0.505542,2,-999,-999,-999,10,0.693907,-999.0,-0.00191,0.297133,-999,-999.0,0.014169,0.317789,-999.0,1,-0.037934,0.000938,0.874409,-3,-0.005056,0.483876,0.003261,-0.007813,-0.007713,0,1.005322,7,0.748401,0.037295,12,20,3,152,-999.0,5,1,4.940547,0,17,0,-2,9,-999,10,6,-999,1,30,1,-0.011259,6,-0.012013,0.597254,-999,0.99009,222,2,0.000413,0.715237,0.02249,1,0.957965,0.479887,1,1,-999.0,0,-999,-999.0,0.189037,5,1,-999.0,0.168969,-999,28,0,0.00023,0.53156,-999.0,0,0.991473,0,0,0.637735,-999,3,0.546046,0.006271,2,1,0,-999,0.893387,1,0.194511,0,35.85076,-999,0,-0.010568,0.452246,7,0.010608,0.137837,0.005458,0.955318,-999.0,0.510489,6,-999.0,1.03819,0.387987,1.013036,0,0,1.002647,0.666102,-999,31,-999,2,0.176146,-999.0,0.000476,-999,0,1.0009,0,52,53,-999,-999.0,-0.01282,-999.0,1,-999,-999,0
ID_100025,2024-11-14,0,1,33,16,309,11,0.120233,0.077995,-0.008741,-999,6,-999,0.454376,7,0.736182,8,9,0.313357,8,-999,5,1,0.141306,693,-999.0,5,-999,-0.012763,0.015144,-999,0.815301,0,2,711,-999,-999.0,-999,1,0.946757,2,14,4,5,-999.0,-999,3.428257,0.236464,-999,0.417604,0.494445,0.644866,3,-999,0.128854,-999.0,0,0.300233,-0.000619,-0.058097,0.965485,0.018712,0.750399,0.001208,0.016489,0.488428,-999.0,2,0.600328,-0.014219,-999,0.277199,-999,0.142068,0.530174,3,0.41582,0.11971,0.481941,43,-999.0,-0.032491,0.005888,1,134,-999,-8,3,-0.004787,0.997663,0.072831,0.011631,-999,-999.0,0.083447,0.37457,-999.0,0,0.071935,-999.0,-0.004477,1,0.496512,0.413894,-0.00643,0.01646,-999.0,0,-999.0,-999,-999.0,0.182809,7,0,2,-999,0.25042,4,4,0.037364,0,86,1,-999,2,-999,-999,0,-999,0,21,28,0.64363,-999,-999.0,-0.136871,21,-999.0,329,0,-0.009261,0.366612,0.185615,5,0.335364,0.948567,1,0,0.972363,1,2,-999.0,0.24672,13,5,-999.0,0.252615,-999,53,2,0.114258,-0.001543,-999.0,0,-999.0,0,0,0.02278,-999,10,0.446129,1.01799,4,2,1,-999,0.92675,207,-0.002207,1,-0.3138,-999,4,0.359909,0.526231,0,-0.012721,0.537942,0.189976,0.530591,-999.0,0.718839,15,-999.0,1.09937,0.165882,-0.000799,8,8,-0.052719,0.985105,-999,28,507,1,0.537376,0.000526,0.653694,4,0,0.663178,0,32,-999,-999,-999.0,-999.0,-999.0,0,-999,2,0
